日,時,分,區,死,受傷,事故類型及型態,受傷程度,駕駛資格情形,飲酒情形,肇事逃逸,事故類別
1,0,5,西區,0,1,15,2,1,2,1,2
1,0,24,沙鹿區,0,0,,,1,2,1,3
1,1,0,后里區,0,1,18,,,,1,2
1,1,43,龍井區,0,0,,,1,10,1,3
1,1,53,太平區,0,1,9,3,1,7,1,2
1,3,42,北區,0,0,,,1,2,1,3
1,3,56,北屯區,0,0,,,6,2,1,3
1,5,20,清水區,0,0,26,3,1,1,1,3
1,5,45,西屯區,0,0,,,1,2,1,3
1,5,53,大安區,0,0,,,1,2,1,3
1,5,56,清水區,0,0,16,3,1,1,1,3
1,6,13,神岡區,0,1,17,3,1,2,1,2
1,6,16,大甲區,0,2,17,2,1,2,1,2
1,6,41,中區,0,2,15,2,1,2,1,2
1,6,45,南屯區,0,2,15,2,1,2,1,2
1,6,50,大甲區,0,1,17,3,1,2,1,2
1,6,53,北屯區,0,0,,,1,1,1,3
1,7,0,南區,0,1,17,3,1,2,1,2
1,7,2,北屯區,0,0,,,1,1,1,3
1,7,5,霧峰區,0,1,13,3,1,2,1,2
1,7,6,西屯區,0,2,9,2,1,2,1,2
1,7,8,大里區,0,0,,,1,2,1,3
1,7,12,大甲區,0,1,15,2,1,2,1,2
1,7,15,大甲區,0,3,17,2,1,2,1,2
1,7,15,大甲區,0,2,12,2,1,2,1,2
1,7,16,龍井區,0,0,,,1,2,1,3
1,7,17,北區,0,2,3,2,8,10,1,2
1,7,18,南屯區,0,1,16,3,1,2,1,2
1,7,19,南屯區,0,1,12,3,1,2,1,2
1,7,22,梧棲區,0,1,15,2,3,2,1,2
1,7,22,豐原區,0,1,17,3,1,2,1,2
1,7,23,神岡區,0,2,16,2,8,2,1,2
1,7,24,西屯區,0,1,17,3,1,2,1,2
1,7,25,沙鹿區,0,0,13,3,1,2,1,3
1,7,26,中區,0,1,13,2,1,2,1,2
1,7,27,龍井區,0,1,13,2,1,2,1,2
1,7,29,太平區,0,0,,,1,2,1,3
1,7,30,大里區,0,0,,,1,2,1,3
1,7,33,大甲區,0,0,,,1,2,1,3
1,7,33,豐原區,0,1,16,3,1,2,1,2
1,7,35,神岡區,0,1,17,3,1,2,1,2
1,7,36,大雅區,0,0,,,1,2,1,3
1,7,36,西屯區,0,1,17,2,1,2,1,2
1,7,40,北屯區,0,0,,,1,1,1,3
1,7,40,霧峰區,0,0,,,,,1,3
1,7,40,大甲區,0,2,12,2,1,2,1,2
1,7,40,大甲區,0,0,,,1,1,1,3
1,7,40,神岡區,0,1,15,2,4,2,1,2
1,7,41,北屯區,0,0,,,1,1,1,3
1,7,44,西屯區,0,0,,,1,1,1,3
1,7,44,烏日區,0,0,,,1,2,1,3
1,7,44,沙鹿區,0,1,12,3,1,2,1,2
1,7,45,大雅區,0,1,17,3,1,2,1,2
1,7,45,大里區,0,1,16,3,1,2,1,2
1,7,50,大里區,0,1,17,2,1,2,1,2
1,7,50,沙鹿區,0,1,16,3,1,2,1,2
1,7,50,后里區,0,0,12,,1,2,1,3
1,7,52,梧棲區,0,0,,,1,2,1,3
1,7,53,南屯區,0,2,17,2,1,2,1,2
1,7,54,北屯區,0,0,,,1,1,1,3
1,7,54,神岡區,0,2,16,2,1,2,1,2
1,7,57,南屯區,0,1,13,2,4,2,1,2
1,7,57,西屯區,0,1,12,3,1,2,1,2
1,7,57,神岡區,0,1,16,2,1,2,1,2
1,7,59,北區,0,0,,,1,1,1,3
1,8,0,北屯區,0,1,16,2,1,2,1,2
1,8,1,大肚區,0,0,,,1,2,1,3
1,8,3,西屯區,0,0,,,1,1,1,3
1,8,3,龍井區,0,2,13,2,1,2,1,2
1,8,6,太平區,0,0,,,1,3,1,3
1,8,8,西區,0,0,,,1,1,1,3
1,8,10,大里區,0,2,11,2,1,2,1,2
1,8,10,大里區,0,0,,,1,2,1,3
1,8,10,龍井區,0,0,,,1,2,2,3
1,8,10,大甲區,0,1,13,2,1,2,1,2
1,8,13,龍井區,0,3,13,2,1,2,1,2
1,8,15,南屯區,0,2,17,2,1,2,1,2
1,8,21,北屯區,0,0,,,1,1,1,3
1,8,25,南屯區,0,3,13,2,1,2,1,2
1,8,26,梧棲區,0,1,15,3,1,2,1,2
1,8,28,大雅區,0,1,17,2,1,2,1,2
1,8,28,豐原區,0,1,16,3,1,2,1,2
1,8,30,北屯區,0,1,16,3,1,2,1,2
1,8,33,中區,0,2,15,2,1,2,1,2
1,8,35,北屯區,0,0,,,1,2,1,3
1,8,35,龍井區,0,1,15,3,1,2,1,2
1,8,36,南屯區,0,2,10,2,4,2,1,2
1,8,36,大甲區,0,0,,,1,2,1,3
1,8,38,龍井區,0,1,12,3,1,2,1,2
1,8,39,大雅區,0,2,17,2,1,2,1,2
1,8,43,潭子區,0,0,13,,1,2,1,3
1,8,44,北屯區,0,1,18,2,1,2,1,2
1,8,45,北屯區,0,2,1,3,1,2,1,2
1,8,46,潭子區,0,0,,,1,2,1,3
1,8,46,北屯區,0,1,18,2,1,2,1,2
1,8,49,西區,0,0,,,1,2,1,3
1,8,50,西屯區,0,2,16,2,1,2,1,2
1,9,0,西屯區,0,1,11,3,1,2,1,2
1,9,0,大里區,0,0,,,1,2,1,3
1,9,0,石岡區,0,0,,,1,2,1,3
1,9,5,北屯區,0,0,,,1,1,1,3
1,9,7,北屯區,0,1,17,2,1,2,1,2
1,9,8,沙鹿區,0,1,16,3,1,2,1,2
1,9,18,北屯區,0,1,16,3,1,2,1,2
1,9,18,豐原區,0,1,16,3,1,2,1,2
1,9,19,大安區,0,0,14,,1,1,1,3
1,9,20,大里區,0,1,14,3,1,2,1,2
1,9,22,西區,0,2,16,2,1,2,1,2
1,9,22,豐原區,0,0,,,1,2,1,3
1,9,28,北屯區,0,2,15,2,1,2,1,2
1,9,30,霧峰區,0,2,16,2,1,2,1,2
1,9,31,南屯區,0,0,,,1,1,1,3
1,9,31,西屯區,0,2,16,2,1,2,1,2
1,9,45,潭子區,0,2,16,2,1,2,1,2
1,9,45,西區,0,0,,,1,1,1,3
1,9,46,南屯區,0,0,,,1,2,1,3
1,9,48,南屯區,0,1,15,3,1,2,1,2
1,9,50,北屯區,0,0,,,1,1,1,3
1,9,50,烏日區,0,2,16,3,1,2,1,2
1,9,50,梧棲區,0,0,,,1,2,1,3
1,9,53,北屯區,0,1,16,3,1,2,1,2
1,9,54,北屯區,0,1,13,2,1,2,1,2
1,9,55,東區,0,1,16,2,1,2,1,2
1,9,55,豐原區,0,0,,,1,2,1,3
1,10,5,南區,0,0,,,1,2,1,3
1,10,6,北屯區,0,1,16,3,1,2,1,2
1,10,8,北區,0,0,,,1,2,1,3
1,10,8,北屯區,0,0,,,,,1,3
1,10,10,大里區,0,1,16,3,1,2,1,2
1,10,14,西屯區,0,0,,,1,1,1,3
1,10,17,中區,0,1,15,3,1,2,1,2
1,10,18,西區,0,1,13,3,1,1,1,2
1,10,24,南屯區,0,0,,,1,1,1,3
1,10,25,梧棲區,0,0,,,1,2,1,3
1,10,25,石岡區,0,2,16,2,1,2,1,2
1,10,36,太平區,0,1,16,2,1,2,1,2
1,10,43,西屯區,0,2,13,2,1,2,1,2
1,10,44,潭子區,0,0,,,1,2,1,3
1,10,47,豐原區,0,0,,,1,2,1,3
1,10,49,南區,0,0,,,8,2,1,3
1,10,56,清水區,0,0,29,3,1,1,1,3
1,11,0,豐原區,0,0,,,1,2,1,3
1,11,7,大里區,0,0,,,1,2,1,3
1,11,12,南屯區,0,0,,,1,1,1,3
1,11,12,西屯區,0,1,16,3,1,1,1,2
1,11,14,潭子區,0,1,13,2,1,2,1,2
1,11,17,沙鹿區,0,1,17,3,1,2,1,2
1,11,18,西區,0,0,,,1,1,1,4
1,11,24,大雅區,0,1,17,3,1,2,1,2
1,11,25,烏日區,0,2,13,3,1,2,1,2
1,11,25,大甲區,0,0,,,1,1,1,3
1,11,30,南區,0,0,,,1,2,1,3
1,11,30,霧峰區,0,0,16,,1,2,1,3
1,11,30,梧棲區,0,2,16,3,1,2,1,2
1,11,30,沙鹿區,0,0,,,1,1,1,3
1,11,30,神岡區,0,0,,,1,1,1,3
1,11,31,西屯區,0,1,16,3,1,2,1,2
1,11,35,北屯區,0,1,16,2,1,2,1,2
1,11,36,西屯區,0,0,,,1,1,1,3
1,11,43,梧棲區,0,0,,,1,2,1,3
1,11,45,東區,0,0,,,1,2,1,3
1,11,47,霧峰區,0,0,,,1,,1,3
1,11,48,西屯區,0,0,,,1,1,1,3
1,11,49,后里區,0,1,18,,,,1,2
1,11,50,豐原區,0,0,,,1,2,1,3
1,11,51,南屯區,0,1,17,3,1,2,1,2
1,11,54,西區,0,0,,,1,1,1,3
1,11,55,潭子區,0,0,16,,3,2,1,3
1,11,55,沙鹿區,0,1,17,3,1,2,1,2
1,11,57,太平區,0,0,,,1,2,1,3
1,12,3,北屯區,0,0,,,1,1,1,3
1,12,4,南屯區,0,0,,,1,2,1,3
1,12,5,北屯區,0,0,,,1,1,1,4
1,12,5,豐原區,0,2,16,2,1,2,1,2
1,12,9,北區,0,0,,,1,,1,3
1,12,9,梧棲區,0,1,16,3,1,2,1,2
1,12,10,西屯區,0,0,,,1,11,1,3
1,12,10,烏日區,0,0,,,1,2,1,3
1,12,13,南屯區,0,0,,,1,1,1,3
1,12,15,西屯區,0,1,17,3,1,2,1,2
1,12,19,東勢區,0,2,13,2,1,2,1,2
1,12,20,南屯區,0,2,16,2,1,2,1,2
1,12,20,霧峰區,0,0,,,1,2,1,3
1,12,22,北區,0,0,,,1,1,1,3
1,12,24,北區,0,0,,,1,2,1,3
1,12,24,北屯區,0,2,13,2,1,2,1,2
1,12,25,大里區,0,0,,,3,2,1,3
1,12,30,大雅區,0,0,,,1,9,1,3
1,12,31,西屯區,0,1,11,3,1,2,1,2
1,12,37,西屯區,0,1,15,3,1,2,1,2
1,12,45,北屯區,0,0,16,3,1,1,1,3
1,12,50,后里區,0,1,29,2,1,2,1,2
1,12,51,北區,0,0,,,1,2,1,3
1,12,56,北屯區,0,0,,,1,1,1,3
1,12,58,南區,0,1,16,3,1,2,1,2
1,13,20,西屯區,0,1,17,3,1,1,1,2
1,13,20,豐原區,0,0,,,1,2,1,3
1,13,22,北屯區,0,0,,,1,1,1,3
1,13,28,西屯區,0,1,12,3,1,2,1,2
1,13,31,北屯區,0,0,,,1,1,1,3
1,13,35,西屯區,0,1,13,2,1,2,1,2
1,13,35,烏日區,0,0,,,1,2,1,3
1,13,39,豐原區,0,1,13,3,1,2,1,2
1,13,40,大甲區,0,2,17,2,1,2,1,2
1,13,49,清水區,0,0,,,1,2,1,3
1,13,51,潭子區,0,1,15,2,1,2,1,2
1,14,0,南屯區,0,0,,,1,,1,3
1,14,2,北區,0,1,17,3,1,2,1,2
1,14,3,大雅區,0,0,,,1,2,1,3
1,14,8,北屯區,0,0,,,1,2,1,3
1,14,9,東區,0,1,15,2,1,2,1,2
1,14,12,北屯區,0,1,15,2,1,2,1,2
1,14,16,北區,0,1,9,3,1,2,1,2
1,14,21,西區,0,0,17,,1,1,1,3
1,14,45,北區,0,0,,,1,1,1,3
1,14,47,南屯區,0,1,16,2,1,9,1,2
1,14,50,龍井區,0,1,16,3,1,2,1,2
1,14,53,東區,0,0,,,1,2,1,3
1,14,53,沙鹿區,0,1,17,3,1,2,1,2
1,14,54,北屯區,0,2,12,2,1,2,1,2
1,14,55,大里區,0,1,13,2,1,2,1,2
1,14,59,西屯區,0,1,17,2,1,2,1,2
1,15,0,太平區,0,0,,,1,1,1,3
1,15,13,西區,0,0,,,7,11,1,3
1,15,15,北屯區,0,0,,,1,1,1,3
1,15,25,西區,0,1,13,2,1,2,1,2
1,15,26,東勢區,0,2,17,2,1,2,1,2
1,15,28,龍井區,0,1,17,3,1,2,1,2
1,15,29,潭子區,0,1,13,3,1,2,1,2
1,15,30,大雅區,0,0,,,1,2,1,3
1,15,33,神岡區,0,0,,,1,2,1,3
1,15,36,龍井區,0,1,16,3,1,2,1,2
1,15,38,北屯區,0,1,13,2,1,2,1,2
1,15,45,梧棲區,0,1,16,3,1,2,1,2
1,15,58,西屯區,1,0,17,3,1,2,1,1
1,16,2,后里區,0,0,25,,,,1,3
1,16,10,大里區,0,0,,,1,2,1,3
1,16,25,北屯區,0,1,13,3,1,2,1,2
1,16,25,大里區,0,0,,,1,2,1,3
1,16,25,梧棲區,0,0,,,1,2,1,3
1,16,28,大雅區,0,1,11,3,1,2,1,2
1,16,35,北屯區,0,1,16,3,1,2,1,2
1,16,40,潭子區,0,0,,,1,2,1,3
1,16,41,潭子區,0,2,17,2,1,2,1,2
1,16,42,龍井區,0,1,16,3,1,2,1,2
1,16,47,西屯區,0,0,,,1,1,1,3
1,16,48,南屯區,0,0,,,1,2,1,3
1,16,49,大甲區,0,1,16,3,1,2,1,2
1,16,51,后里區,0,1,11,2,8,2,1,2
1,16,52,北區,0,1,14,3,1,2,1,2
1,16,55,烏日區,0,0,,,1,2,1,3
1,17,0,西屯區,0,1,18,2,1,1,1,2
1,17,0,后里區,0,0,17,3,1,10,1,3
1,17,1,北區,0,0,,,1,2,1,3
1,17,6,太平區,0,0,,,1,2,1,3
1,17,8,龍井區,0,1,11,2,8,1,1,2
1,17,10,大里區,0,0,12,,1,2,1,3
1,17,11,西屯區,0,0,,,1,1,1,3
1,17,11,豐原區,0,1,16,3,1,2,1,2
1,17,13,和平區,0,0,11,3,1,2,1,4
1,17,15,大雅區,0,2,16,2,1,2,1,2
1,17,15,西屯區,0,0,,,,,1,3
1,17,18,龍井區,0,0,,,1,2,1,3
1,17,21,西區,0,1,15,2,1,2,1,2
1,17,24,潭子區,0,0,,,1,2,1,3
1,17,24,北區,0,0,,,1,2,1,3
1,17,26,大里區,0,1,13,3,1,2,1,2
1,17,28,大里區,0,0,,,1,2,1,3
1,17,29,北區,0,1,13,2,1,2,1,2
1,17,32,豐原區,0,0,,,1,2,1,3
1,17,33,大雅區,0,1,12,3,1,2,1,2
1,17,35,潭子區,0,1,16,2,1,2,1,2
1,17,35,霧峰區,0,1,16,2,1,2,1,2
1,17,35,烏日區,0,0,,,1,2,1,3
1,17,40,北屯區,0,0,,,1,1,1,3
1,17,44,梧棲區,0,0,,,1,2,1,3
1,17,45,南區,0,0,,,1,11,1,3
1,17,45,西屯區,0,0,,,1,1,1,3
1,17,45,大甲區,0,0,,,1,1,1,3
1,17,45,神岡區,0,1,3,3,1,2,1,2
1,17,47,豐原區,0,0,,,1,2,1,3
1,17,48,西區,0,1,18,2,1,2,1,2
1,17,49,西區,0,2,17,2,1,2,1,2
1,17,50,西屯區,0,0,,,1,1,1,3
1,17,50,西屯區,0,0,,,1,1,1,3
1,17,50,沙鹿區,0,1,13,3,1,2,1,2
1,17,51,梧棲區,0,1,16,3,1,2,1,2
1,17,52,大里區,0,0,,,1,2,1,3
1,17,52,太平區,0,1,16,3,1,2,1,2
1,17,53,北屯區,0,1,13,2,1,2,1,2
1,17,54,東區,0,1,12,2,1,2,1,2
1,17,56,北屯區,0,1,13,2,1,2,1,2
1,17,58,大里區,0,1,13,2,1,2,1,2
1,18,0,龍井區,0,1,16,3,1,2,1,2
1,18,0,沙鹿區,0,0,,,1,2,1,3
1,18,0,豐原區,0,0,,,1,2,1,3
1,18,1,霧峰區,0,1,16,3,1,2,1,2
1,18,2,南區,0,0,,,1,9,1,3
1,18,6,西屯區,0,2,13,2,1,2,1,2
1,18,7,北屯區,0,1,12,3,1,2,1,2
1,18,12,西區,0,0,,,1,2,1,3
1,18,12,北屯區,0,2,16,3,1,2,1,2
1,18,13,龍井區,0,0,,,1,1,1,3
1,18,14,北屯區,0,1,13,3,1,2,1,2
1,18,14,東勢區,0,2,12,2,4,9,1,2
1,18,16,西區,0,0,17,,1,1,1,3
1,18,18,西區,0,2,16,2,1,2,1,2
1,18,20,霧峰區,0,0,,,1,2,2,3
1,18,20,沙鹿區,0,1,17,3,1,2,1,2
1,18,24,大甲區,0,1,15,2,1,2,1,2
1,18,25,北屯區,0,0,,,1,1,1,3
1,18,27,北屯區,0,0,,,1,1,1,3
1,18,27,北屯區,0,0,,,1,1,1,3
1,18,28,大甲區,0,0,16,3,1,2,1,3
1,18,34,清水區,0,0,,,1,2,1,4
1,18,35,大雅區,0,0,,,1,2,1,3
1,18,35,北屯區,0,0,13,3,1,1,1,3
1,18,35,大里區,0,0,,,1,2,1,3
1,18,42,南屯區,0,0,,,1,2,1,3
1,18,43,潭子區,0,3,16,2,8,2,1,2
1,18,43,南區,0,0,,,1,11,1,3
1,18,50,北屯區,0,4,11,2,1,2,1,2
1,18,50,梧棲區,0,0,,,8,2,1,3
1,18,55,龍井區,0,2,13,2,1,2,1,2
1,18,56,北屯區,0,1,26,2,1,2,1,2
1,19,0,北區,0,0,,,1,11,1,3
1,19,10,龍井區,0,1,16,2,1,2,1,2
1,19,15,大雅區,0,2,17,2,1,2,1,2
1,19,24,北屯區,0,1,13,3,1,2,1,2
1,19,28,南屯區,0,1,18,2,1,2,1,2
1,19,28,北屯區,0,0,,,1,2,1,3
1,19,32,沙鹿區,0,2,13,2,1,2,1,2
1,19,34,北區,0,1,16,3,1,2,1,2
1,19,41,清水區,0,1,12,2,1,2,1,2
1,19,55,西屯區,0,0,,,1,1,1,3
1,19,56,大雅區,0,1,17,2,1,2,1,2
1,20,4,大雅區,0,1,29,2,1,2,1,2
1,20,7,北屯區,0,0,,,3,2,1,3
1,20,10,大里區,0,0,,,1,2,1,3
1,20,18,南屯區,0,0,,,1,2,1,3
1,20,29,南屯區,0,0,,,1,1,1,3
1,20,29,北屯區,0,1,16,3,1,2,1,2
1,20,42,北屯區,0,1,16,3,1,2,1,2
1,20,59,北屯區,0,1,15,3,1,2,1,2
1,21,4,北區,0,2,17,2,3,2,1,2
1,21,10,霧峰區,0,1,16,2,1,2,1,2
1,21,20,西區,0,1,16,3,1,2,1,2
1,21,20,南區,0,0,,,1,2,1,3
1,21,22,沙鹿區,0,1,16,3,1,2,1,2
1,21,39,清水區,0,1,28,2,1,2,1,2
1,21,44,沙鹿區,0,2,17,3,1,2,1,2
1,21,53,梧棲區,0,2,15,2,1,6,1,2
1,22,2,西屯區,0,1,12,3,1,2,1,2
1,22,4,豐原區,0,0,,,1,2,1,3
1,22,10,南區,0,1,16,3,1,2,1,2
1,22,13,東區,0,1,16,3,1,2,1,2
1,22,32,北屯區,0,0,,,1,1,1,3
1,22,34,豐原區,0,1,17,3,1,2,1,2
1,22,36,龍井區,0,0,,,1,2,1,3
1,22,37,豐原區,0,0,,,1,9,2,3
1,23,6,大雅區,0,0,,,1,2,1,3
1,23,23,沙鹿區,0,2,17,2,4,6,1,2
1,23,30,烏日區,0,0,,,1,2,1,3
1,23,43,大雅區,0,1,13,2,1,2,1,2
1,23,46,北屯區,0,2,15,2,1,2,1,2
2,0,13,東勢區,0,1,26,2,2,2,1,2
2,0,22,北區,0,2,3,2,1,2,1,2
2,1,27,西區,0,2,16,2,1,9,2,2
2,4,25,烏日區,0,1,13,3,1,2,1,2
2,6,34,沙鹿區,0,1,15,2,1,2,1,2
2,6,41,大雅區,0,2,15,2,1,2,1,2
2,6,51,北屯區,0,1,15,2,1,2,1,2
2,6,55,南區,0,0,,,1,2,1,3
2,6,55,南屯區,0,2,16,3,1,2,1,2
2,7,0,大雅區,0,0,,,1,2,1,3
2,7,4,龍井區,0,1,15,3,1,2,1,2
2,7,10,新社區,0,1,10,3,1,2,1,2
2,7,12,北屯區,0,1,17,2,1,2,1,2
2,7,12,豐原區,0,1,17,2,1,2,1,2
2,7,15,北區,0,1,13,3,1,2,1,2
2,7,17,大里區,0,0,,,6,2,1,3
2,7,20,太平區,0,0,,,1,1,1,3
2,7,20,神岡區,0,0,,,1,1,1,3
2,7,22,北屯區,0,1,16,3,1,2,1,2
2,7,22,豐原區,0,1,17,3,1,2,1,2
2,7,24,北屯區,0,0,,,1,1,1,3
2,7,25,南屯區,0,0,,,1,2,1,3
2,7,28,龍井區,0,2,13,2,1,2,1,2
2,7,29,北屯區,0,2,13,2,1,2,1,2
2,7,30,梧棲區,0,0,,,1,2,1,3
2,7,31,西屯區,0,0,,,1,2,1,3
2,7,31,大肚區,0,1,17,3,3,2,1,2
2,7,33,東勢區,0,1,12,2,1,2,1,2
2,7,34,西屯區,0,1,17,3,1,1,1,2
2,7,34,大甲區,0,2,13,2,1,2,1,2
2,7,35,北屯區,0,0,13,3,1,1,1,3
2,7,35,清水區,0,2,16,2,1,2,1,2
2,7,36,南屯區,0,0,,,1,1,1,3
2,7,36,北屯區,0,1,16,3,1,2,1,2
2,7,37,北屯區,0,2,17,2,1,2,1,2
2,7,38,東區,0,1,16,3,1,2,1,2
2,7,38,南屯區,0,1,17,3,1,2,1,2
2,7,40,霧峰區,0,1,16,3,1,2,1,2
2,7,41,西屯區,0,0,,,1,1,1,3
2,7,42,沙鹿區,0,0,,,1,2,1,3
2,7,42,神岡區,0,1,17,2,1,2,1,2
2,7,44,太平區,0,1,13,2,1,2,1,2
2,7,44,太平區,0,0,,,1,2,1,3
2,7,44,太平區,0,2,16,2,1,2,1,2
2,7,47,清水區,0,2,15,2,1,2,1,2
2,7,47,神岡區,0,1,17,3,1,2,1,2
2,7,48,東勢區,0,1,17,3,1,2,1,2
2,7,48,神岡區,0,0,,,1,2,1,3
2,7,50,豐原區,0,1,13,2,1,2,1,2
2,7,52,龍井區,0,1,15,3,1,2,1,2
2,7,57,西區,0,0,,,1,1,1,3
2,7,58,大里區,0,0,,,1,2,1,3
2,7,58,大肚區,0,2,15,2,1,2,1,2
2,8,0,神岡區,0,1,9,3,8,2,1,2
2,8,0,豐原區,0,1,11,3,1,2,1,2
2,8,5,西屯區,0,1,17,2,1,2,1,2
2,8,9,南區,0,1,17,2,1,2,1,2
2,8,10,后里區,0,1,16,2,3,2,1,2
2,8,12,南屯區,0,1,15,2,1,2,1,2
2,8,15,北區,0,1,17,3,1,2,1,2
2,8,15,東區,0,0,,,1,1,1,3
2,8,17,西屯區,0,0,,,1,1,1,3
2,8,17,大肚區,0,1,12,3,1,2,1,2
2,8,21,大雅區,0,0,,,1,2,1,3
2,8,24,西區,0,1,17,3,1,2,1,2
2,8,25,神岡區,0,0,,,1,2,1,3
2,8,26,北屯區,0,0,,,1,1,1,3
2,8,26,神岡區,0,1,17,3,1,2,1,2
2,8,28,大里區,0,1,3,3,1,2,1,2
2,8,30,南區,0,0,,,1,2,1,3
2,8,30,清水區,0,0,,,1,2,1,3
2,8,36,太平區,0,1,12,3,1,2,1,2
2,8,40,北屯區,0,1,16,2,1,2,1,2
2,8,40,神岡區,0,1,9,2,1,2,1,2
2,8,41,西屯區,0,0,,,1,1,1,3
2,8,45,南屯區,0,0,,,1,1,1,3
2,8,50,北屯區,0,0,,,1,11,1,3
2,8,50,神岡區,0,1,11,3,1,2,1,2
2,8,53,北區,0,1,16,2,6,2,1,2
2,8,54,東勢區,0,0,,,1,9,1,3
2,8,55,西屯區,0,0,,,1,2,1,3
2,8,55,西屯區,0,2,16,2,1,1,1,2
2,8,56,南屯區,0,2,15,2,1,2,1,2
2,8,58,西屯區,0,0,,,1,1,1,3
2,8,59,南區,0,0,,,1,2,1,3
2,9,0,南屯區,0,0,,,1,1,1,3
2,9,0,神岡區,0,0,,,1,2,1,3
2,9,2,南屯區,0,2,15,3,1,2,1,2
2,9,4,北區,0,3,13,2,1,2,1,2
2,9,6,西區,0,0,,,1,1,1,3
2,9,11,南屯區,0,0,,,1,1,1,3
2,9,15,潭子區,0,0,,,,,1,3
2,9,21,北屯區,0,0,,,1,1,1,3
2,9,21,豐原區,0,1,17,2,1,2,1,2
2,9,24,神岡區,0,0,,,1,2,1,3
2,9,25,南區,0,0,,,1,2,1,3
2,9,25,烏日區,0,2,13,2,1,2,1,2
2,9,35,北區,0,2,15,2,3,2,1,2
2,9,35,北屯區,0,0,,,1,1,1,3
2,9,37,梧棲區,0,1,16,3,1,2,1,2
2,9,37,豐原區,0,2,17,2,1,2,1,2
2,9,40,南區,0,2,15,2,1,2,1,2
2,9,44,西屯區,0,1,13,3,1,2,1,2
2,9,47,大里區,0,0,,,1,2,1,3
2,10,0,大雅區,0,0,,,1,1,1,3
2,10,2,西區,0,1,16,3,1,2,1,2
2,10,2,西屯區,0,1,17,3,1,2,1,2
2,10,6,西區,0,1,13,2,1,2,1,2
2,10,15,神岡區,0,1,17,3,1,2,1,2
2,10,23,和平區,0,0,14,3,1,1,1,4
2,10,30,烏日區,0,1,16,3,1,2,1,2
2,10,34,大雅區,0,1,16,3,1,2,1,2
2,10,35,北屯區,0,0,,,1,11,1,3
2,10,47,西區,0,1,17,3,1,2,1,2
2,10,50,大里區,0,2,16,2,1,2,1,2
2,10,51,潭子區,0,0,,,1,2,1,3
2,10,55,北屯區,0,0,,,1,2,1,3
2,10,58,西區,0,1,17,2,1,2,1,2
2,11,0,西區,0,1,13,2,1,2,1,2
2,11,3,潭子區,0,2,16,3,1,2,1,2
2,11,3,南屯區,0,1,16,3,1,2,1,2
2,11,5,西區,0,0,,,1,2,1,3
2,11,5,清水區,0,0,,,3,3,1,3
2,11,7,北區,0,0,,,1,2,1,3
2,11,7,北屯區,0,0,,,1,1,1,3
2,11,11,烏日區,0,1,16,3,3,2,1,2
2,11,13,西屯區,0,1,15,2,1,2,1,2
2,11,20,大雅區,0,0,,,1,2,1,3
2,11,24,北區,0,1,17,3,1,2,1,2
2,11,25,西區,0,0,17,,1,1,1,3
2,11,35,大甲區,0,1,15,2,1,2,1,2
2,11,35,東勢區,0,1,17,2,1,2,1,2
2,11,37,北區,0,1,13,2,8,2,1,2
2,11,37,梧棲區,0,0,,,1,2,1,3
2,11,40,北區,0,0,,,1,1,1,3
2,11,40,清水區,0,1,17,3,1,2,1,2
2,11,42,西區,0,1,17,3,1,2,1,2
2,11,45,大雅區,0,0,,,1,1,1,3
2,11,50,北區,0,2,16,2,1,2,1,2
2,12,2,西區,0,1,16,3,1,2,1,2
2,12,3,大雅區,0,1,17,3,1,2,1,2
2,12,7,潭子區,0,2,13,2,1,2,1,2
2,12,12,西屯區,0,0,,,1,1,1,3
2,12,21,北區,0,1,13,3,1,2,1,2
2,12,25,大里區,0,1,16,3,1,2,1,2
2,12,27,豐原區,0,1,17,3,1,2,1,2
2,12,41,北屯區,0,3,16,2,1,2,1,2
2,12,50,北屯區,0,1,14,3,1,2,1,2
2,12,52,北區,0,0,,,1,2,1,3
2,13,2,北區,0,0,,,1,2,1,3
2,13,3,霧峰區,0,0,,,1,2,1,3
2,13,5,西區,0,1,17,2,1,2,1,2
2,13,5,南區,0,0,,,1,2,1,3
2,13,9,北區,0,0,,,1,2,1,3
2,13,10,潭子區,0,1,16,2,1,2,1,2
2,13,20,大里區,0,1,13,2,1,2,1,2
2,13,21,南屯區,0,0,,,1,2,1,3
2,13,39,北區,0,1,16,3,1,2,1,2
2,13,45,豐原區,0,0,,,1,2,1,3
2,13,46,北屯區,0,0,,,1,1,1,3
2,13,50,東區,0,0,,,1,2,1,3
2,13,59,南屯區,0,0,,,1,1,1,3
2,14,0,烏日區,0,0,,,1,2,1,3
2,14,1,北屯區,0,0,,,1,9,2,3
2,14,6,大里區,0,0,,,1,2,1,3
2,14,25,大甲區,0,0,,,1,1,1,3
2,14,28,西區,0,1,16,3,1,1,1,2
2,14,32,西屯區,0,1,13,3,1,2,1,2
2,14,39,北屯區,0,0,,,1,1,1,3
2,14,39,北屯區,0,1,16,3,1,2,1,2
2,14,40,西屯區,0,1,17,3,1,2,1,2
2,14,40,沙鹿區,0,1,15,2,1,2,1,2
2,14,43,太平區,0,1,18,2,1,2,1,2
2,14,44,大雅區,0,2,12,2,1,2,1,2
2,14,52,北屯區,0,1,13,2,1,2,1,2
2,15,0,豐原區,0,0,,,1,2,1,3
